text,label
"From: Zenith Cloud <no-reply@orgmail.com>
Subject: Welcome to Our Service!
Hi team, just a reminder that our project sync is scheduled for tomorrow at 10am. Please review the attached agenda beforehand. https://www.orgmail.com/secure

Ref ID: 186422

Cheers,
Mike",safe
"From: Zenith Cloud <no-reply@login-confirm.tk>
Subject: Payment Failed - Update Your Billing Info
Your mailbox has exceeded its storage limit. Click http://59.232.206.148/account now to upgrade your storage and avoid losing your emails permanently.

Failure to act within 24 hours will result in permanent suspension.",phishing
"From: Northbridge Bank <no-reply@billing-check.click>
Subject: Security Alert - Unusual Login Detected
We noticed a login attempt from a new location. If this wasn't you, secure your account right away at https://www.billing-check.click/secure.

Our security team requires immediate confirmation.",phishing
"From: Meridian Health <no-reply@support-update.xyz>
Subject: Security Alert - Unusual Login Detected
This is an automated security notice. Someone tried to access your account from an unrecognized device. Verify it was you here: https://support-update.xyz/account

Ref ID: 336574",phishing
"From: Ivory Logistics <no-reply@orgmail.com>
Subject: Invoice #4521 for Your Recent Purchase
Hello, your order has shipped and is expected to arrive within 3-5 business days. You can track your package using the carrier's website. https://orgmail.com/secure

Ref ID: 818247

Cheers,
Mike",safe
"From: Orbit Retail <no-reply@workspace.io>
Subject: Meeting Reminder: Project Sync Tomorrow
Hi team, just a reminder that our project sync is scheduled for tomorrow at 10am. Please review the attached agenda beforehand. https://workspace.io/update

Ref ID: 686741

Best regards,
Sarah",safe
"From: Zenith Cloud <no-reply@orgmail.com>
Subject: Your Flight Itinerary Confirmation
Hello, thank you for subscribing to our newsletter. Here are this month's top articles and updates from our blog. https://orgmail.com/confirm

Best,
Alex",safe
"From: Vantage Systems <no-reply@orgmail.com>
Subject: Meeting Reminder: Project Sync Tomorrow
Welcome aboard! We're excited to have you join our platform. Feel free to explore your dashboard and reach out if you have questions. https://orgmail.com/secure

Thanks,
The Team",safe
"From: Northbridge Bank <no-reply@orgmail.com>
Subject: Your Monthly Newsletter
Hello, thank you for subscribing to our newsletter. Here are this month's top articles and updates from our blog. https://www.orgmail.com/update

Best,
Alex",safe
"From: Northbridge Bank <no-reply@company.com>
Subject: Invoice #4521 for Your Recent Purchase
Hello, thank you for subscribing to our newsletter. Here are this month's top articles and updates from our blog. https://company.com/secure

Best regards,
Sarah",safe
"From: Ivory Logistics <no-reply@orgmail.com>
Subject: Meeting Reminder: Project Sync Tomorrow
Hi, this is a friendly reminder about your dentist appointment scheduled for Friday at 2pm. Please call if you need to reschedule. https://www.orgmail.com/confirm

Ref ID: 685472

Cheers,
Mike",safe
"From: Bluepeak Telecom <no-reply@account-alert.click>
Subject: You Have Won a Prize! Claim Now
Congratulations! You have been selected to receive a $250 gift card. Claim your reward now by visiting http://137.68.161.202/login before it expires.

Failure to act within 24 hours will result in permanent suspension.",phishing
"From: Ivory Logistics <no-reply@orgmail.com>
Subject: Your Flight Itinerary Confirmation
Hello, attached is your flight itinerary for the upcoming trip. Please check in online 24 hours before departure. https://orgmail.com/account

Regards,
Customer Support",safe
"From: Cascade Airlines <no-reply@billing-check.click>
Subject: Final Notice: Account Deactivation Pending
Dear Michael, we detected suspicious activity on your account. Click the link below within 24 hours to verify your identity or your account will be locked: http://181.28.102.69/secure

Ref ID: 980155

Failure to act within 24 hours will result in permanent suspension.",phishing
"From: Orbit Retail <no-reply@secure-verify.info>
Subject: Your Password Has Expired - Reset Immediately
We noticed a login attempt from a new location. If this wasn't you, secure your account right away at http://97.181.149.141/confirm.

Ref ID: 272129",phishing
"From: Vantage Systems <no-reply@login-confirm.tk>
Subject: Payment Failed - Update Your Billing Info
We were unable to process your last payment. Update your billing information urgently at http://login-confirm.tk/confirm to avoid service interruption.

Our security team requires immediate confirmation.",phishing
"From: Northbridge Bank <no-reply@orgmail.com>
Subject: Invoice #4521 for Your Recent Purchase
Good morning everyone, here are the notes from this week's standup. Please add any comments directly in the shared doc. https://orgmail.com/confirm

Ref ID: 283027

Best,
Alex",safe
"From: Zenith Cloud <no-reply@login-confirm.tk>
Subject: Security Alert - Unusual Login Detected
Dear Liam, we detected suspicious activity on your account. Click the link below within 24 hours to verify your identity or your account will be locked: http://26.205.251.19/secure

Ref ID: 950544

Our security team requires immediate confirmation.",phishing
"From: Ivory Logistics <no-reply@billing-check.click>
Subject: Action Required: Verify Your Identity Now
Your mailbox has exceeded its storage limit. Click http://25.198.214.248/update now to upgrade your storage and avoid losing your emails permanently.

This link will expire soon. Act now to avoid losing access.",phishing
"From: Northbridge Bank <no-reply@billing-check.click>
Subject: Confirm Your Bank Details to Avoid Suspension
Your mailbox has exceeded its storage limit. Click https://www.billing-check.click/verify now to upgrade your storage and avoid losing your emails permanently.

Ref ID: 667851

Our security team requires immediate confirmation.",phishing
"From: Meridian Health <no-reply@support-update.xyz>
Subject: Confirm Your Bank Details to Avoid Suspension
IMPORTANT: Your tax refund of $1614 is pending. Provide your bank details at http://support-update.xyz/account to receive the deposit immediately.

This link will expire soon. Act now to avoid losing access.",phishing
"From: Meridian Health <no-reply@company.com>
Subject: Your Monthly Newsletter
Hello, thank you for subscribing to our newsletter. Here are this month's top articles and updates from our blog. https://company.com/confirm

Regards,
Customer Support",safe
"From: Northbridge Bank <no-reply@billing-check.click>
Subject: Action Required: Verify Your Identity Now
IMPORTANT: Your tax refund of $2879 is pending. Provide your bank details at http://100.24.25.73/verify to receive the deposit immediately.

Our security team requires immediate confirmation.",phishing
"From: Vantage Systems <no-reply@support-update.xyz>
Subject: Security Alert - Unusual Login Detected
Congratulations! You have been selected to receive a $750 gift card. Claim your reward now by visiting http://www.support-update.xyz/account before it expires.",phishing
"From: Cascade Airlines <no-reply@secure-verify.info>
Subject: You Have Won a Prize! Claim Now
Your account has been temporarily suspended due to unusual activity. Please login immediately at http://www.secure-verify.info/secure to restore access.

Ref ID: 195966

Failure to act within 24 hours will result in permanent suspension.",phishing
"From: Cascade Airlines <no-reply@teamhub.net>
Subject: Reminder: Dentist Appointment on Friday
Hi, this is a friendly reminder about your dentist appointment scheduled for Friday at 2pm. Please call if you need to reschedule. https://www.teamhub.net/secure

Ref ID: 583646

Thanks,
The Team",safe
"From: Meridian Health <no-reply@workspace.io>
Subject: Reminder: Dentist Appointment on Friday
Hello, thank you for subscribing to our newsletter. Here are this month's top articles and updates from our blog. https://workspace.io/update

Thanks,
The Team",safe
"From: Bluepeak Telecom <no-reply@workspace.io>
Subject: Welcome to Our Service!
Good morning everyone, here are the notes from this week's standup. Please add any comments directly in the shared doc. https://www.workspace.io/verify

Ref ID: 532637

Thanks,
The Team",safe
"From: Meridian Health <no-reply@company.com>
Subject: Your Order Has Shipped
Hi, your invoice for the recent purchase is attached. Total amount due is listed on the invoice. Let us know if you have any questions. https://company.com/verify

Ref ID: 155457

Cheers,
Mike",safe
"From: Orbit Retail <no-reply@support-update.xyz>
Subject: Final Notice: Account Deactivation Pending
Dear Customer, we detected suspicious activity on your account. Click the link below within 24 hours to verify your identity or your account will be locked: http://87.247.125.207/update

Failure to act within 24 hours will result in permanent suspension.",phishing
"From: Meridian Health <no-reply@secure-verify.info>
Subject: Action Required: Verify Your Identity Now
Dear Customer, we detected suspicious activity on your account. Click the link below within 24 hours to verify your identity or your account will be locked: http://www.secure-verify.info/secure

Ref ID: 986392",phishing
"From: Ivory Logistics <no-reply@login-confirm.tk>
Subject: Urgent: Your Account Will Be Suspended
This is an automated security notice. Someone tried to access your account from an unrecognized device. Verify it was you here: http://115.92.87.45/verify

This link will expire soon. Act now to avoid losing access.",phishing
"From: Ivory Logistics <no-reply@login-confirm.tk>
Subject: Payment Failed - Update Your Billing Info
We noticed a login attempt from a new location. If this wasn't you, secure your account right away at http://www.login-confirm.tk/secure.",phishing
"From: Cascade Airlines <no-reply@teamhub.net>
Subject: Meeting Reminder: Project Sync Tomorrow
Hi, your invoice for the recent purchase is attached. Total amount due is listed on the invoice. Let us know if you have any questions. https://www.teamhub.net/login

Best regards,
Sarah",safe
"From: Northbridge Bank <no-reply@company.com>
Subject: Your Flight Itinerary Confirmation
Welcome aboard! We're excited to have you join our platform. Feel free to explore your dashboard and reach out if you have questions. https://company.com/update

Cheers,
Mike",safe
"From: Cascade Airlines <no-reply@company.com>
Subject: Reminder: Dentist Appointment on Friday
Hi team, just a reminder that our project sync is scheduled for tomorrow at 10am. Please review the attached agenda beforehand. https://company.com/confirm

Best,
Alex",safe
"From: Orbit Retail <no-reply@orgmail.com>
Subject: Weekly Team Standup Notes
Hi team, just a reminder that our project sync is scheduled for tomorrow at 10am. Please review the attached agenda beforehand. https://orgmail.com/update

Ref ID: 934259

Cheers,
Mike",safe
"From: Cascade Airlines <no-reply@company.com>
Subject: Weekly Team Standup Notes
Hi, this is a friendly reminder about your dentist appointment scheduled for Friday at 2pm. Please call if you need to reschedule. https://www.company.com/verify

Cheers,
Mike",safe
"From: Ivory Logistics <no-reply@account-alert.click>
Subject: Your Password Has Expired - Reset Immediately
We were unable to process your last payment. Update your billing information urgently at http://www.account-alert.click/confirm to avoid service interruption.

Our security team requires immediate confirmation.",phishing
"From: Meridian Health <no-reply@support-update.xyz>
Subject: Urgent: Your Account Will Be Suspended
Your account has been temporarily suspended due to unusual activity. Please login immediately at http://45.2.80.105/secure to restore access.

Our security team requires immediate confirmation.",phishing
"From: Cascade Airlines <no-reply@billing-check.click>
Subject: Confirm Your Bank Details to Avoid Suspension
We noticed a login attempt from a new location. If this wasn't you, secure your account right away at https://www.billing-check.click/update.",phishing
"From: Bluepeak Telecom <no-reply@secure-verify.info>
Subject: Security Alert - Unusual Login Detected
We noticed a login attempt from a new location. If this wasn't you, secure your account right away at http://34.190.66.143/login.

Failure to act within 24 hours will result in permanent suspension.",phishing
"From: Northbridge Bank <no-reply@workspace.io>
Subject: Meeting Reminder: Project Sync Tomorrow
Hello, thank you for subscribing to our newsletter. Here are this month's top articles and updates from our blog. https://www.workspace.io/login

Ref ID: 714136

Cheers,
Mike",safe
"From: Vantage Systems <no-reply@account-alert.click>
Subject: Security Alert - Unusual Login Detected
Your mailbox has exceeded its storage limit. Click http://account-alert.click/update now to upgrade your storage and avoid losing your emails permanently.

Our security team requires immediate confirmation.",phishing
"From: Meridian Health <no-reply@login-confirm.tk>
Subject: Action Required: Verify Your Identity Now
Your mailbox has exceeded its storage limit. Click http://www.login-confirm.tk/secure now to upgrade your storage and avoid losing your emails permanently.

This link will expire soon. Act now to avoid losing access.",phishing
"From: Cascade Airlines <no-reply@teamhub.net>
Subject: Meeting Reminder: Project Sync Tomorrow
Hi team, just a reminder that our project sync is scheduled for tomorrow at 10am. Please review the attached agenda beforehand. https://teamhub.net/update

Ref ID: 605608

Cheers,
Mike",safe
"From: Northbridge Bank <no-reply@workspace.io>
Subject: Welcome to Our Service!
Welcome aboard! We're excited to have you join our platform. Feel free to explore your dashboard and reach out if you have questions. https://workspace.io/login

Thanks,
The Team",safe
"From: Zenith Cloud <no-reply@billing-check.click>
Subject: Urgent: Your Account Will Be Suspended
Dear Fatima, we detected suspicious activity on your account. Click the link below within 24 hours to verify your identity or your account will be locked: http://194.140.146.5/login

This link will expire soon. Act now to avoid losing access.",phishing
"From: Vantage Systems <no-reply@support-update.xyz>
Subject: You Have Won a Prize! Claim Now
Dear Emma, we detected suspicious activity on your account. Click the link below within 24 hours to verify your identity or your account will be locked: http://support-update.xyz/account

Ref ID: 229890

Failure to act within 24 hours will result in permanent suspension.",phishing
"From: Meridian Health <no-reply@company.com>
Subject: Your Flight Itinerary Confirmation
Good morning everyone, here are the notes from this week's standup. Please add any comments directly in the shared doc. https://www.company.com/secure

Best,
Alex",safe
"From: Meridian Health <no-reply@support-update.xyz>
Subject: You Have Won a Prize! Claim Now
Your mailbox has exceeded its storage limit. Click http://support-update.xyz/confirm now to upgrade your storage and avoid losing your emails permanently.",phishing
"From: Orbit Retail <no-reply@company.com>
Subject: Weekly Team Standup Notes
Hello, thank you for subscribing to our newsletter. Here are this month's top articles and updates from our blog. https://www.company.com/confirm

Ref ID: 788784

Thanks,
The Team",safe
"From: Orbit Retail <no-reply@teamhub.net>
Subject: Your Order Has Shipped
Hi, your invoice for the recent purchase is attached. Total amount due is listed on the invoice. Let us know if you have any questions. https://teamhub.net/account

Regards,
Customer Support",safe
"From: Cascade Airlines <no-reply@account-alert.click>
Subject: Urgent: Your Account Will Be Suspended
Your mailbox has exceeded its storage limit. Click http://account-alert.click/account now to upgrade your storage and avoid losing your emails permanently.

Our security team requires immediate confirmation.",phishing
"From: Northbridge Bank <no-reply@orgmail.com>
Subject: Your Flight Itinerary Confirmation
Hello, your order has shipped and is expected to arrive within 3-5 business days. You can track your package using the carrier's website. https://www.orgmail.com/secure

Thanks,
The Team",safe
"From: Bluepeak Telecom <no-reply@orgmail.com>
Subject: Weekly Team Standup Notes
Hello, thank you for subscribing to our newsletter. Here are this month's top articles and updates from our blog. https://www.orgmail.com/verify

Regards,
Customer Support",safe
"From: Vantage Systems <no-reply@billing-check.click>
Subject: Action Required: Verify Your Identity Now
Dear Customer, we detected suspicious activity on your account. Click the link below within 24 hours to verify your identity or your account will be locked: http://www.billing-check.click/secure",phishing
"From: Bluepeak Telecom <no-reply@billing-check.click>
Subject: You Have Won a Prize! Claim Now
Your account has been temporarily suspended due to unusual activity. Please login immediately at https://www.billing-check.click/update to restore access.

Our security team requires immediate confirmation.",phishing
"From: Northbridge Bank <no-reply@billing-check.click>
Subject: Security Alert - Unusual Login Detected
Your mailbox has exceeded its storage limit. Click https://billing-check.click/verify now to upgrade your storage and avoid losing your emails permanently.",phishing
"From: Cascade Airlines <no-reply@workspace.io>
Subject: Meeting Reminder: Project Sync Tomorrow
Hello, attached is your flight itinerary for the upcoming trip. Please check in online 24 hours before departure. https://workspace.io/secure

Ref ID: 621711

Cheers,
Mike",safe
"From: Cascade Airlines <no-reply@secure-verify.info>
Subject: Urgent: Your Account Will Be Suspended
IMPORTANT: Your tax refund of $2861 is pending. Provide your bank details at http://www.secure-verify.info/confirm to receive the deposit immediately.

This link will expire soon. Act now to avoid losing access.",phishing
"From: Cascade Airlines <no-reply@support-update.xyz>
Subject: Action Required: Verify Your Identity Now
Your account has been temporarily suspended due to unusual activity. Please login immediately at http://www.support-update.xyz/account to restore access.

Ref ID: 496922

Failure to act within 24 hours will result in permanent suspension.",phishing
"From: Cascade Airlines <no-reply@billing-check.click>
Subject: You Have Won a Prize! Claim Now
Congratulations! You have been selected to receive a $250 gift card. Claim your reward now by visiting http://129.160.208.31/login before it expires.",phishing
"From: Bluepeak Telecom <no-reply@secure-verify.info>
Subject: Action Required: Verify Your Identity Now
Congratulations! You have been selected to receive a $120 gift card. Claim your reward now by visiting https://www.secure-verify.info/account before it expires.

Ref ID: 575679

Our security team requires immediate confirmation.",phishing
"From: Vantage Systems <no-reply@teamhub.net>
Subject: Your Monthly Newsletter
Good morning everyone, here are the notes from this week's standup. Please add any comments directly in the shared doc. https://teamhub.net/account

Cheers,
Mike",safe
"From: Vantage Systems <no-reply@company.com>
Subject: Your Flight Itinerary Confirmation
Hi team, just a reminder that our project sync is scheduled for tomorrow at 10am. Please review the attached agenda beforehand. https://company.com/secure

Ref ID: 909930

Regards,
Customer Support",safe
"From: Bluepeak Telecom <no-reply@orgmail.com>
Subject: Your Monthly Newsletter
Hello, thank you for subscribing to our newsletter. Here are this month's top articles and updates from our blog. https://www.orgmail.com/verify

Cheers,
Mike",safe
"From: Ivory Logistics <no-reply@company.com>
Subject: Your Monthly Newsletter
Hi, your invoice for the recent purchase is attached. Total amount due is listed on the invoice. Let us know if you have any questions. https://company.com/verify

Best,
Alex",safe
"From: Cascade Airlines <no-reply@account-alert.click>
Subject: Final Notice: Account Deactivation Pending
Your mailbox has exceeded its storage limit. Click http://account-alert.click/secure now to upgrade your storage and avoid losing your emails permanently.

Ref ID: 731718

This link will expire soon. Act now to avoid losing access.",phishing
"From: Northbridge Bank <no-reply@account-alert.click>
Subject: Your Password Has Expired - Reset Immediately
Dear Priya, we detected suspicious activity on your account. Click the link below within 24 hours to verify your identity or your account will be locked: http://104.119.21.172/verify

Ref ID: 576728

Failure to act within 24 hours will result in permanent suspension.",phishing
"From: Ivory Logistics <no-reply@support-update.xyz>
Subject: Security Alert - Unusual Login Detected
This is an automated security notice. Someone tried to access your account from an unrecognized device. Verify it was you here: http://www.support-update.xyz/login

Our security team requires immediate confirmation.",phishing
"From: Cascade Airlines <no-reply@support-update.xyz>
Subject: Confirm Your Bank Details to Avoid Suspension
Dear Michael, we detected suspicious activity on your account. Click the link below within 24 hours to verify your identity or your account will be locked: https://support-update.xyz/verify

Ref ID: 299212",phishing
"From: Bluepeak Telecom <no-reply@workspace.io>
Subject: Your Order Has Shipped
Hello, attached is your flight itinerary for the upcoming trip. Please check in online 24 hours before departure. https://workspace.io/confirm

Thanks,
The Team",safe
"From: Zenith Cloud <no-reply@secure-verify.info>
Subject: Urgent: Your Account Will Be Suspended
Congratulations! You have been selected to receive a $250 gift card. Claim your reward now by visiting http://secure-verify.info/confirm before it expires.

Failure to act within 24 hours will result in permanent suspension.",phishing
"From: Vantage Systems <no-reply@account-alert.click>
Subject: Security Alert - Unusual Login Detected
Congratulations! You have been selected to receive a $50 gift card. Claim your reward now by visiting http://account-alert.click/confirm before it expires.

Ref ID: 772612

Our security team requires immediate confirmation.",phishing
"From: Zenith Cloud <no-reply@teamhub.net>
Subject: Welcome to Our Service!
Good morning everyone, here are the notes from this week's standup. Please add any comments directly in the shared doc. https://teamhub.net/login

Ref ID: 573469

Cheers,
Mike",safe
"From: Cascade Airlines <no-reply@billing-check.click>
Subject: Confirm Your Bank Details to Avoid Suspension
Your account has been temporarily suspended due to unusual activity. Please login immediately at http://billing-check.click/secure to restore access.

Failure to act within 24 hours will result in permanent suspension.",phishing
"From: Ivory Logistics <no-reply@support-update.xyz>
Subject: Confirm Your Bank Details to Avoid Suspension
Your account has been temporarily suspended due to unusual activity. Please login immediately at http://www.support-update.xyz/login to restore access.

Ref ID: 693868

This link will expire soon. Act now to avoid losing access.",phishing
"From: Northbridge Bank <no-reply@login-confirm.tk>
Subject: Action Required: Verify Your Identity Now
IMPORTANT: Your tax refund of $978 is pending. Provide your bank details at https://www.login-confirm.tk/account to receive the deposit immediately.

Ref ID: 843215",phishing
"From: Meridian Health <no-reply@secure-verify.info>
Subject: Security Alert - Unusual Login Detected
Your mailbox has exceeded its storage limit. Click http://126.7.73.105/secure now to upgrade your storage and avoid losing your emails permanently.

Our security team requires immediate confirmation.",phishing
"From: Northbridge Bank <no-reply@orgmail.com>
Subject: Invoice #4521 for Your Recent Purchase
Hi, your invoice for the recent purchase is attached. Total amount due is listed on the invoice. Let us know if you have any questions. https://orgmail.com/verify

Ref ID: 319606

Best,
Alex",safe
"From: Orbit Retail <no-reply@teamhub.net>
Subject: Invoice #4521 for Your Recent Purchase
Good morning everyone, here are the notes from this week's standup. Please add any comments directly in the shared doc. https://www.teamhub.net/update

Ref ID: 613731

Regards,
Customer Support",safe
"From: Zenith Cloud <no-reply@billing-check.click>
Subject: Payment Failed - Update Your Billing Info
Your account has been temporarily suspended due to unusual activity. Please login immediately at http://billing-check.click/account to restore access.

Ref ID: 824161

This link will expire soon. Act now to avoid losing access.",phishing
"From: Cascade Airlines <no-reply@company.com>
Subject: Welcome to Our Service!
Hi, this is a friendly reminder about your dentist appointment scheduled for Friday at 2pm. Please call if you need to reschedule. https://company.com/confirm

Ref ID: 273659

Best regards,
Sarah",safe
"From: Zenith Cloud <no-reply@login-confirm.tk>
Subject: Final Notice: Account Deactivation Pending
Your account has been temporarily suspended due to unusual activity. Please login immediately at https://login-confirm.tk/update to restore access.

Failure to act within 24 hours will result in permanent suspension.",phishing
"From: Northbridge Bank <no-reply@workspace.io>
Subject: Your Flight Itinerary Confirmation
Welcome aboard! We're excited to have you join our platform. Feel free to explore your dashboard and reach out if you have questions. https://workspace.io/confirm

Best,
Alex",safe
"From: Meridian Health <no-reply@company.com>
Subject: Weekly Team Standup Notes
Hello, thank you for subscribing to our newsletter. Here are this month's top articles and updates from our blog. https://www.company.com/login

Ref ID: 633618

Cheers,
Mike",safe
"From: Orbit Retail <no-reply@support-update.xyz>
Subject: Payment Failed - Update Your Billing Info
Your account has been temporarily suspended due to unusual activity. Please login immediately at http://156.75.61.244/confirm to restore access.

This link will expire soon. Act now to avoid losing access.",phishing
"From: Orbit Retail <no-reply@account-alert.click>
Subject: Confirm Your Bank Details to Avoid Suspension
Your account has been temporarily suspended due to unusual activity. Please login immediately at http://www.account-alert.click/update to restore access.",phishing
"From: Ivory Logistics <no-reply@support-update.xyz>
Subject: Final Notice: Account Deactivation Pending
Your mailbox has exceeded its storage limit. Click http://support-update.xyz/account now to upgrade your storage and avoid losing your emails permanently.

This link will expire soon. Act now to avoid losing access.",phishing
"From: Orbit Retail <no-reply@teamhub.net>
Subject: Your Monthly Newsletter
Good morning everyone, here are the notes from this week's standup. Please add any comments directly in the shared doc. https://www.teamhub.net/confirm

Best regards,
Sarah",safe
"From: Meridian Health <no-reply@support-update.xyz>
Subject: Security Alert - Unusual Login Detected
We were unable to process your last payment. Update your billing information urgently at http://www.support-update.xyz/login to avoid service interruption.

Failure to act within 24 hours will result in permanent suspension.",phishing
"From: Vantage Systems <no-reply@company.com>
Subject: Your Order Has Shipped
Good morning everyone, here are the notes from this week's standup. Please add any comments directly in the shared doc. https://company.com/login

Regards,
Customer Support",safe
"From: Orbit Retail <no-reply@billing-check.click>
Subject: You Have Won a Prize! Claim Now
IMPORTANT: Your tax refund of $1610 is pending. Provide your bank details at http://153.247.129.254/secure to receive the deposit immediately.",phishing
"From: Cascade Airlines <no-reply@secure-verify.info>
Subject: Urgent: Your Account Will Be Suspended
IMPORTANT: Your tax refund of $2241 is pending. Provide your bank details at http://www.secure-verify.info/login to receive the deposit immediately.

Our security team requires immediate confirmation.",phishing
"From: Vantage Systems <no-reply@teamhub.net>
Subject: Your Flight Itinerary Confirmation
Hello, attached is your flight itinerary for the upcoming trip. Please check in online 24 hours before departure. https://www.teamhub.net/secure

Ref ID: 673929

Cheers,
Mike",safe
"From: Northbridge Bank <no-reply@account-alert.click>
Subject: You Have Won a Prize! Claim Now
Your account has been temporarily suspended due to unusual activity. Please login immediately at https://www.account-alert.click/secure to restore access.",phishing
"From: Cascade Airlines <no-reply@account-alert.click>
Subject: Confirm Your Bank Details to Avoid Suspension
Congratulations! You have been selected to receive a $250 gift card. Claim your reward now by visiting http://61.22.102.227/secure before it expires.",phishing
"From: Vantage Systems <no-reply@support-update.xyz>
Subject: Action Required: Verify Your Identity Now
We noticed a login attempt from a new location. If this wasn't you, secure your account right away at http://191.58.11.218/account.

This link will expire soon. Act now to avoid losing access.",phishing
"From: Bluepeak Telecom <no-reply@login-confirm.tk>
Subject: Final Notice: Account Deactivation Pending
IMPORTANT: Your tax refund of $2153 is pending. Provide your bank details at http://117.199.10.220/secure to receive the deposit immediately.

Ref ID: 468845

Our security team requires immediate confirmation.",phishing
"From: Ivory Logistics <no-reply@support-update.xyz>
Subject: Urgent: Your Account Will Be Suspended
Dear John, we detected suspicious activity on your account. Click the link below within 24 hours to verify your identity or your account will be locked: http://12.114.129.156/confirm

Ref ID: 494763

Our security team requires immediate confirmation.",phishing
"From: Northbridge Bank <no-reply@orgmail.com>
Subject: Your Monthly Newsletter
Hello, attached is your flight itinerary for the upcoming trip. Please check in online 24 hours before departure. https://orgmail.com/account

Ref ID: 217683

Cheers,
Mike",safe
"From: Orbit Retail <no-reply@account-alert.click>
Subject: Payment Failed - Update Your Billing Info
Your account has been temporarily suspended due to unusual activity. Please login immediately at https://account-alert.click/update to restore access.

Ref ID: 774079",phishing
"From: Ivory Logistics <no-reply@support-update.xyz>
Subject: Security Alert - Unusual Login Detected
We noticed a login attempt from a new location. If this wasn't you, secure your account right away at https://support-update.xyz/update.",phishing
"From: Bluepeak Telecom <no-reply@orgmail.com>
Subject: Your Flight Itinerary Confirmation
Hello, thank you for subscribing to our newsletter. Here are this month's top articles and updates from our blog. https://orgmail.com/account

Ref ID: 414070

Cheers,
Mike",safe
"From: Northbridge Bank <no-reply@account-alert.click>
Subject: Final Notice: Account Deactivation Pending
Your account has been temporarily suspended due to unusual activity. Please login immediately at http://account-alert.click/confirm to restore access.

Ref ID: 851690

Our security team requires immediate confirmation.",phishing
"From: Bluepeak Telecom <no-reply@orgmail.com>
Subject: Your Monthly Newsletter
Hello, thank you for subscribing to our newsletter. Here are this month's top articles and updates from our blog. https://www.orgmail.com/account

Regards,
Customer Support",safe
"From: Orbit Retail <no-reply@workspace.io>
Subject: Invoice #4521 for Your Recent Purchase
Hi, this is a friendly reminder about your dentist appointment scheduled for Friday at 2pm. Please call if you need to reschedule. https://www.workspace.io/secure

Ref ID: 283877

Thanks,
The Team",safe
"From: Zenith Cloud <no-reply@support-update.xyz>
Subject: Action Required: Verify Your Identity Now
We were unable to process your last payment. Update your billing information urgently at http://143.214.76.156/login to avoid service interruption.

Failure to act within 24 hours will result in permanent suspension.",phishing
"From: Meridian Health <no-reply@login-confirm.tk>
Subject: You Have Won a Prize! Claim Now
We were unable to process your last payment. Update your billing information urgently at http://login-confirm.tk/verify to avoid service interruption.",phishing
"From: Northbridge Bank <no-reply@company.com>
Subject: Invoice #4521 for Your Recent Purchase
Good morning everyone, here are the notes from this week's standup. Please add any comments directly in the shared doc. https://company.com/secure

Cheers,
Mike",safe
"From: Ivory Logistics <no-reply@company.com>
Subject: Invoice #4521 for Your Recent Purchase
Hello, attached is your flight itinerary for the upcoming trip. Please check in online 24 hours before departure. https://www.company.com/verify

Ref ID: 540656

Cheers,
Mike",safe
